Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
93114,9026,3e-06,0.017826,0.000110791
161659,9026,5e-06,0.014448,0.000110791
187533,9026,4e-06,0.014376,0.000110791
1210,9026,0.001086,0.009006,0.134057
19370,9026,2e-06,0.012756,0.000110791
126210,9026,3e-06,0.013629,0.000110791
57758,9026,3e-06,0.013139,0.000110791
171699,9026,5e-06,0.013316,0.000110791
17624,9026,4e-06,0.01251,0.000110791
24915,9026,5e-06,0.016899,0.000110791
102028,9026,4e-06,0.01455,0.000110791
155008,9026,5e-06,0.015638,0.000110791
93814,9026,4e-06,0.015174,0.000110791
128856,9026,5e-06,0.015605,0.000110791
24001,9026,4e-06,0.013371,0.000110791
146605,9026,5e-06,0.015689,0.000110791
135664,9026,5e-06,0.01723,0.000110791
105253,9026,5e-06,0.017472,0.000110791
61558,9026,7e-06,0.015485,0.000110791
161883,9026,5e-06,0.016058,0.000110791
22729,9026,5e-06,0.015525,0.000110791
151458,9026,6e-06,0.018228,0.000110791
114680,9026,5e-06,0.017198,0.000110791
81109,9026,1.6e-05,0.018929,0.000110791
172031,9026,3e-06,0.015174,0.000110791
13387,9026,4e-06,0.016961,0.000110791
123080,9026,7e-06,0.017352,0.000110791
54746,9026,7e-06,0.018206,0.000110791
115788,9026,6e-06,0.014066,0.000110791
94583,9026,7e-06,0.015978,0.000110791
38363,9026,5e-06,0.014872,0.000110791
92480,9026,4e-06,0.018502,0.000110791
112058,9026,5e-06,0.016853,0.000110791
94504,9026,5e-06,0.017984,0.000110791
192009,9026,5e-06,0.017,0.000110791
46100,9026,5e-06,0.015064,0.000110791
63185,9026,5e-06,0.014262,0.000110791
61279,9026,6e-06,0.018119,0.000110791
30087,9026,2e-06,0.014329,0.000110791
47826,9026,5e-06,0.017699,0.000110791
77297,9026,5e-06,0.016864,0.000110791
147776,9026,5e-06,0.015484,0.000110791
54370,9026,6e-06,0.01837,0.000110791
9971,9026,5e-06,0.017846,0.000110791
194353,9026,4e-06,0.016757,0.000110791
22213,9026,4e-06,0.013836,0.000110791
133771,9026,4e-06,0.014093,0.000110791
179152,9026,5e-06,0.01402,0.000110791
139300,9026,5e-06,0.016645,0.000110791
52780,9026,5e-06,0.014518,0.000110791
65598,9026,4e-06,0.016281,0.000110791
133849,9026,4e-06,0.015824,0.000110791
177563,9026,4e-06,0.015319,0.000110791
133857,9026,6e-06,0.014098,0.000110791
179870,9026,4e-06,0.014604,0.000110791
80723,9026,1.1e-05,0.015062,0.000110791
70345,9026,6e-06,0.016168,0.000110791
120980,9026,5e-06,0.015307,0.000110791
1129,9026,8e-06,0.013191,0.000221582
58294,9026,6e-06,0.01999,0.000110791
71735,9026,5e-06,0.016532,0.000110791
22751,9026,6e-06,0.019112,0.000110791
157243,9026,6e-06,0.0167,0.000110791
87055,9026,3e-06,0.016285,0.000110791
78034,9026,8e-06,0.015398,0.000110791
167409,9026,3e-06,0.015919,0.000110791
128482,9026,6e-06,0.015349,0.000110791
1,9026,7e-06,0.016268,0.000110791
179856,9026,6e-06,0.019058,0.000110791
156682,9026,6e-06,0.016599,0.000110791
146739,9026,4e-06,0.017352,0.000110791
112725,9026,5e-06,0.018999,0.000110791
163023,9026,5e-06,0.020479,0.000110791
