Range Length,Alphabet Size, Go through All in Range (ms),Entire Alphabet Rank (ms),Range / Alphabet ratio
1,13906,9e-06,0.032737,0.000215734
648887,13906,6e-06,0.028052,7.19114e-05
591443,13906,7e-06,0.026449,7.19114e-05
386,13906,8e-06,0.03097,0.000143823
452152,13906,5e-06,0.028967,7.19114e-05
271132,13906,7e-06,0.028622,7.19114e-05
99990,13906,5e-06,0.031288,0.000143823
559974,13906,6e-06,0.030177,7.19114e-05
479244,13906,7e-06,0.027553,7.19114e-05
424286,13906,3e-06,0.022318,7.19114e-05
230237,13906,6e-06,0.021374,7.19114e-05
1,13906,5e-06,0.019773,0.000143823
562348,13906,7e-06,0.030638,7.19114e-05
20,13906,3.9e-05,0.032727,0.00143823
773448,13906,5e-06,0.028316,7.19114e-05
1,13906,5e-06,0.023542,0.000143823
681081,13906,6e-06,0.024778,7.19114e-05
477769,13906,5e-06,0.023544,7.19114e-05
743342,13906,3e-06,0.031295,7.19114e-05
24,13906,5e-06,0.025521,0.000143823
743351,13906,5e-06,0.022179,7.19114e-05
130136,13906,6e-06,0.028094,7.19114e-05
234293,13906,6e-06,0.028619,7.19114e-05
570710,13906,6e-06,0.031718,7.19114e-05
72,13906,1.1e-05,0.028328,0.000215734
6,13906,1.3e-05,0.026576,0.000431468
667680,13906,6e-06,0.028922,7.19114e-05
240826,13906,5e-06,0.030945,7.19114e-05
179108,13906,7e-06,0.034511,7.19114e-05
503225,13906,6e-06,0.031437,7.19114e-05
627971,13906,4e-06,0.027222,7.19114e-05
157756,13906,5e-06,0.03053,7.19114e-05
146334,13906,5e-06,0.029602,7.19114e-05
480144,13906,6e-06,0.025534,7.19114e-05
614453,13906,5e-06,0.027408,7.19114e-05
770655,13906,6e-06,0.030313,7.19114e-05
381290,13906,5e-06,0.023701,7.19114e-05
339287,13906,4e-06,0.02801,7.19114e-05
607467,13906,6e-06,0.02594,7.19114e-05
20,13906,1.5e-05,0.020727,0.00143823
